Waypoint명,LATITUDE,LONGITUDE,Type,FIR(GIS계산),FIR_Name
LMB,S08-46-20.45,E116-17-38.62,NAV,WAAF,POINT (116.2940611111111 -8.772347222222223)
LMB,S08-46-20.45,E116-17-38.62,NAV,WAAF-BI,POINT (116.2940611111111 -8.772347222222223)
LMG,N45-48-57.26,E001-01-32.13,NAV,LFBB,POINT (1.0255916666666667 45.81590555555555)
LMG,N45-48-57.26,E001-01-32.13,NAV,LFBB-L,POINT (1.0255916666666667 45.81590555555555)
LMG,N45-48-57.26,E001-01-32.13,NAV,LFBB-UN,POINT (1.0255916666666667 45.81590555555555)
LMM,N25-40-57.37,W109-04-17.68,NAV,MMFR,POINT (-109.07157777777778 25.682602777777777)
LMM,N25-40-57.37,W109-04-17.68,NAV,MMZT,POINT (-109.07157777777778 25.682602777777777)
LMN,N23-38-53.98,E114-19-36.01,NAV,ZGGG,POINT (114.32666944444443 23.648327777777777)
LMN,N23-38-53.98,E114-19-36.01,NAV,ZGZU,POINT (114.32666944444443 23.648327777777777)
LMN,N40-35-48.32,W093-58-03.32,NAV,KZMP,POINT (-93.9675888888889 40.59675555555556)
LMO,N39-55-10.31,E025-14-13.86,NAV,LGGG,POINT (25.237183333333334 39.91953055555555)
LMO,N39-55-10.31,E025-14-13.86,NAV,LGMD-KVL,POINT (25.237183333333334 39.91953055555555)
LMO,N39-55-10.31,E025-14-13.86,NAV,LGMD-LMO,POINT (25.237183333333334 39.91953055555555)
LMO,N39-55-10.31,E025-14-13.86,NAV,LGMD-W,POINT (25.237183333333334 39.91953055555555)
LMT,N42-09-11.33,W121-43-39.10,NAV,KZSE,POINT (-121.72752777777778 42.15314722222222)
LNK,N40-55-25.66,W096-44-31.20,NAV,KZMP,POINT (-96.742 40.92379444444444)
LNO,N50-35-09.02,E005-42-36.98,NAV,EBBU,POINT (5.710272222222223 50.585838888888894)
LNT,N20-57-24.51,E101-24-01.58,NAV,XVCL,POINT (101.4004388888889 20.95680833333333)
LNT,N20-57-24.51,E101-24-01.58,NAV,VLVT,POINT (101.4004388888889 20.95680833333333)
LNY,N20-45-52.21,W156-58-08.04,NAV,KZAK,POINT (-156.9689 20.76450277777778)
LNY,N20-45-52.21,W156-58-08.04,NAV,PHZH,POINT (-156.9689 20.76450277777778)
LNY,N35-03-00.00,E118-24-47.98,NAV,ZBAA,POINT (118.41332777777778 35.05)
LNY,N35-03-00.00,E118-24-47.98,NAV,ZBAA-S,POINT (118.41332777777778 35.05)
LNY,N35-03-00.00,E118-24-47.98,NAV,ZBPE,POINT (118.41332777777778 35.05)
LNY,N35-03-00.00,E118-24-47.98,NAV,ZSHA,POINT (118.41332777777778 35.05)
LNY,N35-03-00.00,E118-24-47.98,NAV,ZSJN,POINT (118.41332777777778 35.05)
LOA,S22-30-07.03,W068-52-32.04,NAV,SCFZ,POINT (-68.87556666666666 -22.501952777777777)
LOA,N31-07-26.44,W095-58-04.65,NAV,KZHU,POINT (-95.96795833333333 31.124011111111113)
LOJ,S03-59-44.12,W079-21-59.71,NDB,SEFG,POINT (-79.3665861111111 -3.995588888888889)
LON,N22-21-23.99,E106-52-05.98,NAV,ZGNN,POINT (106.86832777777776 22.35666388888889)
LON,N22-21-23.99,E106-52-05.98,NAV,ZGZU,POINT (106.86832777777776 22.35666388888889)
LON,S23-20-22.24,W051-06-45.07,NAV,SBCW,POINT (-51.112519444444445 -23.33951111111111)
LOS,N44-31-37.54,E014-28-22.28,NDB,ADR,POINT (14.472855555555556 44.527094444444444)
LOS,N44-31-37.54,E014-28-22.28,NDB,ADR-W,POINT (14.472855555555556 44.527094444444444)
LOS,N44-31-37.54,E014-28-22.28,NDB,LDZO,POINT (14.472855555555556 44.527094444444444)
LOV,N03-06-27.00,E035-36-45.87,NAV,HKNA,POINT (35.612741666666665 3.1075)
LOY,N17-26-49.42,E101-43-23.23,NAV,VTBB,POINT (101.72311944444445 17.44706111111111)
LOY,N17-26-49.42,E101-43-23.23,NAV,VTBB-2N,POINT (101.72311944444445 17.44706111111111)
LOY,N17-26-49.42,E101-43-23.23,NAV,VTBB-N,POINT (101.72311944444445 17.44706111111111)
LOY,N17-26-49.42,E101-43-23.23,NAV,VTBB-NE,POINT (101.72311944444445 17.44706111111111)
LOZ,N37-01-59.35,W084-06-36.30,NAV,KZID,POINT (-84.11008333333332 37.03315277777778)
LPA,N42-27-37.90,W002-19-36.89,NAV,LECM,POINT (-2.3269138888888885 42.46052777777778)
LPA,N42-27-37.90,W002-19-36.89,NAV,LECM-ALL,POINT (-2.3269138888888885 42.46052777777778)
LPA,N42-27-37.90,W002-19-36.89,NAV,LECM-BDP,POINT (-2.3269138888888885 42.46052777777778)
LPA,N42-27-37.90,W002-19-36.89,NAV,LECM-BLU,POINT (-2.3269138888888885 42.46052777777778)
LPA,N42-27-37.90,W002-19-36.89,NAV,LECM-PAU,POINT (-2.3269138888888885 42.46052777777778)
LPA,N42-27-37.90,W002-19-36.89,NAV,LECM-R1,POINT (-2.3269138888888885 42.46052777777778)
LPB,N19-54-39.46,E102-10-18.87,NAV,XVCL,POINT (102.17190833333333 19.91096111111111)
LPB,N19-54-39.46,E102-10-18.87,NAV,VLVT,POINT (102.17190833333333 19.91096111111111)
LPD,N35-29-59.08,E012-37-51.27,NAV,LMMM,POINT (12.630908333333334 35.499744444444445)
LPN,N18-16-35.89,E099-30-08.41,NAV,VTBB,POINT (99.5023361111111 18.27663611111111)
LPN,N18-16-35.89,E099-30-08.41,NAV,VTBB-1N,POINT (99.5023361111111 18.27663611111111)
LPN,N18-16-35.89,E099-30-08.41,NAV,VTBB-N,POINT (99.5023361111111 18.27663611111111)
LPN,N18-16-35.89,E099-30-08.41,NAV,VTBB-NW,POINT (99.5023361111111 18.27663611111111)
LPS,N26-38-35.97,E105-01-48.02,NAV,ZPKM,POINT (105.03000555555556 26.643325)
LPS,N26-38-35.97,E105-01-48.02,NAV,ZUGY,POINT (105.03000555555556 26.643325)
LPS,N26-38-35.97,E105-01-48.02,NAV,ZUUU,POINT (105.03000555555556 26.643325)
LRD,N27-28-43.46,W099-25-03.67,NAV,KZHU,POINT (-99.41768611111111 27.478738888888888)
LRD,N41-33-10.48,E000-38-52.88,NDB,LECB,POINT (0.6480222222222222 41.55291111111111)
LRD,N41-33-10.48,E000-38-52.88,NDB,LECB-N,POINT (0.6480222222222222 41.55291111111111)
LRD,N41-33-10.48,E000-38-52.88,NDB,LECB-PPI,POINT (0.6480222222222222 41.55291111111111)
LRD,N41-33-10.48,E000-38-52.88,NDB,LECB-TMA,POINT (0.6480222222222222 41.55291111111111)
LRD,N41-33-10.48,E000-38-52.88,NDB,LECB-W,POINT (0.6480222222222222 41.55291111111111)
LRE,S23-25-42.27,E144-17-20.88,NDB,YISA,POINT (144.28913333333333 -23.428408333333334)
LRE,S23-25-42.27,E144-17-20.88,NDB,YWEG,POINT (144.28913333333333 -23.428408333333334)
LRN,N18-27-14.42,W068-54-42.66,NAV,MDCS,POINT (-68.91185 18.454005555555554)
LRP,N40-07-11.88,W076-17-28.66,NAV,KZNY,POINT (-76.29129444444445 40.11996666666667)
LRP,N40-07-11.88,W076-17-28.66,NAV,KZNY-W,POINT (-76.29129444444445 40.11996666666667)
LRS,N11-56-40.81,W066-40-16.47,NAV,SVZM,POINT (-66.67124166666667 11.944669444444445)
LS,N45-27-00.04,E126-02-42.02,NDB,ZYHB,POINT (126.04500555555555 45.45001111111112)
LS,N45-27-00.04,E126-02-42.02,NDB,ZYSH,POINT (126.04500555555555 45.45001111111112)
LSA,N39-38-41.62,E022-27-44.58,NDB,LGGG,POINT (22.46238333333333 39.644894444444446)
LSA,N39-38-41.62,E022-27-44.58,NDB,LGMD-W,POINT (22.46238333333333 39.644894444444446)
LSE,N45-44-43.89,E005-05-26.07,NAV,LFMM,POINT (5.090574999999999 45.745525)
LSE,N45-44-43.89,E005-05-26.07,NAV,LFMM-MEU,POINT (5.090574999999999 45.745525)
LSE,N45-44-43.89,E005-05-26.07,NAV,LFMM-MMW,POINT (5.090574999999999 45.745525)
LSE,N45-44-43.89,E005-05-26.07,NAV,LFMM-MRAE,POINT (5.090574999999999 45.745525)
LSO,N22-58-51.51,E097-45-15.20,NAV,VYYF,POINT (97.75422222222223 22.980974999999997)
LST,S27-50-26.24,E120-42-01.03,NDB,YMTK,POINT (120.70028611111111 -27.840622222222223)
LST,S27-50-26.24,E120-42-01.03,NDB,YOLW,POINT (120.70028611111111 -27.840622222222223)
LSU,N30-29-06.47,W091-17-38.65,NAV,KZHU,POINT (-91.29406944444445 30.485130555555557)
LSV,N39-13-52.67,E026-25-31.14,NAV,LGGG,POINT (26.425316666666667 39.231297222222224)
LSV,N39-13-52.67,E026-25-31.14,NAV,LGMD-KVL,POINT (26.425316666666667 39.231297222222224)
LSV,N39-13-52.67,E026-25-31.14,NAV,LGMD-LMO,POINT (26.425316666666667 39.231297222222224)
LSV,N39-13-52.67,E026-25-31.14,NAV,LGMD-W,POINT (26.425316666666667 39.231297222222224)
LT,N82-31-32.57,W062-12-41.47,NDB,CZEG,POINT (-62.21151944444445 82.52571388888889)
LT,S41-32-37.80,E147-12-47.72,NAV,YHUO,POINT (147.21325555555555 -41.54383333333333)
LTJ,N45-42-48.87,W121-06-03.01,NAV,KZSE,POINT (-121.10083611111111 45.713575000000006)
LTO,S22-00-19.60,E166-12-41.99,NAV,NFFF,POINT (166.21166388888886 -22.005444444444443)
LTO,N25-58-50.34,W111-20-58.29,NAV,MMFR,POINT (-111.349525 25.980649999999997)
LTO,N25-58-50.34,W111-20-58.29,NAV,MMZT,POINT (-111.349525 25.980649999999997)
LTP,N45-29-20.32,E005-26-20.57,NAV,LFMM,POINT (5.439047222222222 45.48897777777778)
LTP,N45-29-20.32,E005-26-20.57,NAV,LFMM-MEU,POINT (5.439047222222222 45.48897777777778)
LTP,N45-29-20.32,E005-26-20.57,NAV,LFMM-MMW,POINT (5.439047222222222 45.48897777777778)
LTP,N45-29-20.32,E005-26-20.57,NAV,LFMM-MRAE,POINT (5.439047222222222 45.48897777777778)
LTV,S38-12-09.11,E146-28-32.57,NDB,YHUO,POINT (146.4757138888889 -38.20253055555556)
LTV,S38-12-09.11,E146-28-32.57,NDB,YWON,POINT (146.4757138888889 -38.20253055555556)
LTV,S00-55-32.93,W078-37-01.84,NAV,SEFG,POINT (-78.61717777777777 -0.9258138888888888)
LU,N41-36-04.60,E041-36-50.79,NDB,UGGG,POINT (41.614108333333334 41.60127777777778)
LUB,S11-36-07.87,E027-30-20.32,NAV,FZZA,POINT (27.505644444444446 -11.602186111111111)
LUC,N43-22-58.00,E006-15-21.31,NAV,LFMM,POINT (6.255919444444444 43.382777777777775)
LUC,N43-22-58.00,E006-15-21.31,NAV,LFMM-MME,POINT (6.255919444444444 43.382777777777775)
LUC,N43-22-58.00,E006-15-21.31,NAV,LFMM-MRAE,POINT (6.255919444444444 43.382777777777775)
LUL,N47-41-17.81,E006-17-44.07,NAV,LFEE,POINT (6.2955749999999995 47.68828055555555)
LUL,N47-41-17.81,E006-17-44.07,NAV,LFEE-E,POINT (6.2955749999999995 47.68828055555555)
LUL,N47-41-17.81,E006-17-44.07,NAV,LFFF,POINT (6.2955749999999995 47.68828055555555)
LUL,N47-41-17.81,E006-17-44.07,NAV,LFFF-RPAE,POINT (6.2955749999999995 47.68828055555555)
LUM,N24-24-17.97,E098-32-24.01,NAV,ZPKM,POINT (98.54000277777777 24.404991666666664)
LUM,N24-24-17.97,E098-32-24.01,NAV,ZPPP,POINT (98.54000277777777 24.404991666666664)
LUN,N28-33-09.85,E073-47-14.87,NAV,VIDF,POINT (73.7874638888889 28.552736111111113)
LUN,N28-33-09.85,E073-47-14.87,NAV,VIDF-LD4,POINT (73.7874638888889 28.552736111111113)
LUN,N28-33-09.85,E073-47-14.87,NAV,VIDF-UAC,POINT (73.7874638888889 28.552736111111113)
LUN,N28-33-09.85,E073-47-14.87,NAV,VIDF-UD4,POINT (73.7874638888889 28.552736111111113)
LUX,N39-44-30.01,E118-43-36.02,NAV,ZBAA,POINT (118.72667222222222 39.74166944444445)
LUX,N39-44-30.01,E118-43-36.02,NAV,ZBAA-C,POINT (118.72667222222222 39.74166944444445)
LUX,N39-44-30.01,E118-43-36.02,NAV,ZBPE,POINT (118.72667222222222 39.74166944444445)
LV,N00-28-47.49,E009-24-07.13,NAV,FCCC,POINT (9.401980555555555 0.4798583333333333)
LVA,N26-48-43.37,E053-21-21.07,NAV,OIIX,POINT (53.35585277777778 26.812047222222223)
LVA,N26-48-43.37,E053-21-21.07,NAV,TEH-4E,POINT (53.35585277777778 26.812047222222223)
LVA,N26-48-43.37,E053-21-21.07,NAV,TEH-4,POINT (53.35585277777778 26.812047222222223)
LVA,N26-48-43.37,E053-21-21.07,NAV,TEH-W,POINT (53.35585277777778 26.812047222222223)
LVA,N26-48-43.37,E053-21-21.07,NAV,TEH-S,POINT (53.35585277777778 26.812047222222223)
LVD,N56-28-03.75,W133-04-59.24,NAV,PAZA,POINT (-133.08312222222222 56.467708333333334)
LVD,N56-28-03.75,W133-04-59.24,NAV,PAZA-D,POINT (-133.08312222222222 56.467708333333334)
LVM,N45-42-08.93,W110-26-32.80,NAV,KZLC,POINT (-110.44244444444445 45.70248055555556)
LVT,N36-35-04.26,W085-09-59.82,NAV,KZID,POINT (-85.16661666666667 36.584516666666666)
LVZ,N41-16-22.09,W075-41-22.09,NAV,KZNY,POINT (-75.68946944444444 41.27280277777778)
LVZ,N41-16-22.09,W075-41-22.09,NAV,KZNY-W,POINT (-75.68946944444444 41.27280277777778)
LW,N50-03-39.08,W119-24-58.99,NDB,CZVR,POINT (-119.41638611111112 50.060855555555555)
LWL,N41-08-41.31,W114-58-39.01,NAV,KZLC,POINT (-114.97750277777779 41.14480833333333)
LWT,N47-03-10.67,W109-36-22.23,NAV,KZLC,POINT (-109.606175 47.05296388888888)
LXA,N29-17-48.03,E090-59-54.02,NAV,ZPKM,POINT (90.9983388888889 29.296675)
LXA,N29-17-48.03,E090-59-54.02,NAV,ZULS,POINT (90.9983388888889 29.296675)
LXI,N24-32-30.03,E103-44-36.02,NAV,ZPKM,POINT (103.74333888888889 24.541675)
LXI,N24-32-30.03,E103-44-36.02,NAV,ZPPP,POINT (103.74333888888889 24.541675)
LXR,N25-44-57.99,E032-46-07.00,NAV,HECC,POINT (32.76861111111111 25.749441666666666)
LXR,N25-44-57.99,E032-46-07.00,NAV,HECC-46,POINT (32.76861111111111 25.749441666666666)
LXR,N25-44-57.99,E032-46-07.00,NAV,HECC-6,POINT (32.76861111111111 25.749441666666666)
LYA,N34-44-30.00,E112-23-42.03,NAV,ZBAA,POINT (112.39500833333334 34.74166666666667)
LYA,N34-44-30.00,E112-23-42.03,NAV,ZBAA-S,POINT (112.39500833333334 34.74166666666667)
LYA,N34-44-30.00,E112-23-42.03,NAV,ZBPE,POINT (112.39500833333334 34.74166666666667)
LYA,N34-44-30.00,E112-23-42.03,NAV,ZHCC,POINT (112.39500833333334 34.74166666666667)
LYA,N34-44-30.00,E112-23-42.03,NAV,ZHWH,POINT (112.39500833333334 34.74166666666667)
LYD,N50-59-58.90,E000-52-43.21,NAV,EGTL,POINT (0.8786694444444445 50.999694444444444)
LYD,N50-59-58.90,E000-52-43.21,NAV,EGTL-S,POINT (0.8786694444444445 50.999694444444444)
LYD,N50-59-58.90,E000-52-43.21,NAV,EGTT,POINT (0.8786694444444445 50.999694444444444)
LYD,N50-59-58.90,E000-52-43.21,NAV,EGTT-D,POINT (0.8786694444444445 50.999694444444444)
LYD,N50-59-58.90,E000-52-43.21,NAV,EGTT-S,POINT (0.8786694444444445 50.999694444444444)
LYD,N50-59-58.90,E000-52-43.21,NAV,EGTT-SC,POINT (0.8786694444444445 50.999694444444444)
LYD,N50-59-58.90,E000-52-43.21,NAV,EGVV,POINT (0.8786694444444445 50.999694444444444)
LYE,S34-08-29.00,W063-21-39.01,NAV,SAEF,POINT (-63.36083611111111 -34.14138888888889)
LYE,S34-08-29.00,W063-21-39.01,NAV,SAEF-N,POINT (-63.36083611111111 -34.14138888888889)
LYH,N37-15-16.47,W079-14-10.97,NAV,KZDC,POINT (-79.23638055555556 37.254575)
LYH,N28-23-35.98,E113-20-35.99,NAV,ZGGG,POINT (113.34333055555555 28.393327777777777)
LYH,N28-23-35.98,E113-20-35.99,NAV,ZGHA,POINT (113.34333055555555 28.393327777777777)
LYH,N28-23-35.98,E113-20-35.99,NAV,ZGZU,POINT (113.34333055555555 28.393327777777777)
LYV,S28-36-16.18,E029-41-40.35,NAV,FAJA,POINT (29.694541666666666 -28.604494444444445)
LYV,S28-36-16.18,E029-41-40.35,NAV,FAJA-E,POINT (29.694541666666666 -28.604494444444445)
LYV,S28-36-16.18,E029-41-40.35,NAV,FAJA-S,POINT (29.694541666666666 -28.604494444444445)
LYV,S28-36-16.18,E029-41-40.35,NAV,FASA,POINT (29.694541666666666 -28.604494444444445)
LZP,N28-25-48.00,E092-13-06.01,NAV,ZPKM,POINT (92.21833611111111 28.43)
LZP,N28-25-48.00,E092-13-06.01,NAV,ZULS,POINT (92.21833611111111 28.43)
LZR,N29-09-57.59,W013-30-38.50,NAV,GCCC,POINT (-13.510694444444445 29.16599722222222)
LZR,N29-09-57.59,W013-30-38.50,NAV,GCCC-R6,POINT (-13.510694444444445 29.16599722222222)
LZR,N29-09-57.59,W013-30-38.50,NAV,GCCC-RES,POINT (-13.510694444444445 29.16599722222222)
LZR,N29-09-57.59,W013-30-38.50,NAV,GCCC-RNE,POINT (-13.510694444444445 29.16599722222222)
LZR,N29-09-57.59,W013-30-38.50,NAV,GCCC-NEL,POINT (-13.510694444444445 29.16599722222222)
MA,S11-07-27.02,E028-51-46.24,NDB,FLFI,POINT (28.862844444444445 -11.124172222222223)
MA,N63-37-40.13,W135-53-42.38,NDB,CZEG,POINT (-135.89510555555555 63.62781388888889)
MA,S20-39-52.62,E139-29-08.31,NAV,YISA,POINT (139.48564166666665 -20.664616666666664)
MA,N08-29-03.71,W009-32-12.55,NDB,GLRB,POINT (-9.536819444444445 8.484363888888888)
MA,N65-24-23.49,W052-55-14.34,NDB,BGGL,POINT (-52.920649999999995 65.406525)
MA,N65-24-23.49,W052-55-14.34,NDB,BIRD,POINT (-52.920649999999995 65.406525)
MA,N65-24-23.49,W052-55-14.34,NDB,BIRD-W,POINT (-52.920649999999995 65.406525)
MAC,N55-25-48.06,W005-39-01.46,NAV,EGPX,POINT (-5.650405555555556 55.43001666666667)
MAC,N55-25-48.06,W005-39-01.46,NAV,EGPX-W,POINT (-5.650405555555556 55.43001666666667)
MAC,N55-25-48.06,W005-39-01.46,NAV,EGPX-WD,POINT (-5.650405555555556 55.43001666666667)
MAC,N55-25-48.06,W005-39-01.46,NAV,EGVV,POINT (-5.650405555555556 55.43001666666667)
MAD,N41-18-49.86,W072-41-31.92,NAV,KZBW,POINT (-72.6922 41.313849999999995)
MAF,N32-00-33.67,W102-11-25.38,NAV,KZFW,POINT (-102.19038333333334 32.00935277777778)
MAG,N51-59-41.95,E011-47-39.46,NAV,EDWW,POINT (11.794294444444445 51.99498611111111)
MAG,N51-59-41.95,E011-47-39.46,NAV,EDWW-MAR,POINT (11.794294444444445 51.99498611111111)
MAG,N51-59-41.95,E011-47-39.46,NAV,EDWW-FLG,POINT (11.794294444444445 51.99498611111111)
MAG,N51-59-41.95,E011-47-39.46,NAV,EDWW-BOR,POINT (11.794294444444445 51.99498611111111)
MAG,N51-59-41.95,E011-47-39.46,NAV,EDXX,POINT (11.794294444444445 51.99498611111111)
MAH,N30-33-22.93,E049-08-58.07,NAV,OIIX,POINT (49.14946388888889 30.556369444444446)
MAH,N30-33-22.93,E049-08-58.07,NAV,TEH-3N,POINT (49.14946388888889 30.556369444444446)
MAH,N30-33-22.93,E049-08-58.07,NAV,TEH-3,POINT (49.14946388888889 30.556369444444446)
MAH,N30-33-22.93,E049-08-58.07,NAV,TEH-W,POINT (49.14946388888889 30.556369444444446)
MAH,N30-33-22.93,E049-08-58.07,NAV,TEH-N,POINT (49.14946388888889 30.556369444444446)
MAH,N48-15-48.36,E011-18-42.94,NAV,EDMM,POINT (11.311927777777779 48.26343333333333)
MAH,N48-15-48.36,E011-18-42.94,NAV,EDMM-RDG,POINT (11.311927777777779 48.26343333333333)
MAH,N48-15-48.36,E011-18-42.94,NAV,EDMM-ZUG,POINT (11.311927777777779 48.26343333333333)
MAH,N48-15-48.36,E011-18-42.94,NAV,EDXX,POINT (11.311927777777779 48.26343333333333)
MAI,N30-47-10.33,W085-07-28.10,NAV,KZJX,POINT (-85.12447222222221 30.78620277777778)
MAI,N30-47-10.33,W085-07-28.10,NAV,KZJX-P,POINT (-85.12447222222221 30.78620277777778)
MAJ,N07-03-55.01,E171-16-06.94,NDB,KZAK,POINT (171.26859444444446 7.065280555555556)
MAK,N31-36-45.91,W008-06-10.86,NAV,GMMM-ALL,POINT (-8.103016666666667 31.61275277777778)
MAK,N31-36-45.91,W008-06-10.86,NAV,GMMM,POINT (-8.103016666666667 31.61275277777778)
MAK,N31-36-45.91,W008-06-10.86,NAV,GMMM-S,POINT (-8.103016666666667 31.61275277777778)
MAK,N25-34-59.02,E034-34-01.98,NAV,HECC,POINT (34.56721666666667 25.58306111111111)
MAK,N25-34-59.02,E034-34-01.98,NAV,HECC-46,POINT (34.56721666666667 25.58306111111111)
MAK,N25-34-59.02,E034-34-01.98,NAV,HECC-6,POINT (34.56721666666667 25.58306111111111)
MAM,N25-46-15.01,W097-31-26.03,NAV,MMFR,POINT (-97.52389722222222 25.77083611111111)
MAM,N25-46-15.01,W097-31-26.03,NAV,MMTY,POINT (-97.52389722222222 25.77083611111111)
MAR,N10-34-52.89,W071-42-52.90,NAV,SVZM,POINT (-71.71469444444445 10.581358333333332)
MAR,N37-03-19.07,W004-56-23.64,NAV,LECM-ALL,POINT (-4.939900000000001 37.05529722222222)
MAR,N37-03-19.07,W004-56-23.64,NAV,LECS,POINT (-4.939900000000001 37.05529722222222)
MAR,N37-03-19.07,W004-56-23.64,NAV,LECS-NCS,POINT (-4.939900000000001 37.05529722222222)
MAS,N50-58-19.02,E005-57-37.53,NAV,EHAA,POINT (5.960425 50.97195)
MAU,N10-41-17.43,W071-02-30.57,NAV,SVZM,POINT (-71.041825 10.688175000000001)
MAV,S19-58-56.07,E023-24-12.90,NAV,FBGR,POINT (23.403583333333334 -19.982241666666663)
MAV,N03-56-24.98,E041-51-51.03,NAV,HKNA,POINT (41.864175 3.9402722222222226)
MAY,N51-01-01.85,E000-06-58.06,NAV,EGTL,POINT (0.1161277777777778 51.017180555555555)
MAY,N51-01-01.85,E000-06-58.06,NAV,EGTL-S,POINT (0.1161277777777778 51.017180555555555)
MAY,N51-01-01.85,E000-06-58.06,NAV,EGTT,POINT (0.1161277777777778 51.017180555555555)
MAY,N51-01-01.85,E000-06-58.06,NAV,EGTT-D,POINT (0.1161277777777778 51.017180555555555)
MAY,N51-01-01.85,E000-06-58.06,NAV,EGTT-S,POINT (0.1161277777777778 51.017180555555555)
MAY,N51-01-01.85,E000-06-58.06,NAV,EGTT-SC,POINT (0.1161277777777778 51.017180555555555)
MAY,N51-01-01.85,E000-06-58.06,NAV,EGVV,POINT (0.1161277777777778 51.017180555555555)
MAZ,N18-15-23.20,W067-09-03.72,NAV,TJZS,POINT (-67.15103333333334 18.256444444444444)
MB,S08-55-21.95,E033-27-29.43,NDB,HTDC,POINT (33.458175000000004 -8.922763888888888)
MB,N30-25-05.99,E019-34-21.03,NDB,HLLL,POINT (19.57250833333333 30.418330555555556)
MB,S37-58-35.00,E145-05-25.00,NDB,YBLA,POINT (145.0902777777778 -37.97638888888889)
MB,S37-58-35.00,E145-05-25.00,NDB,YELW,POINT (145.0902777777778 -37.97638888888889)
MBA,N00-02-31.41,E018-17-11.12,NAV,FZZA,POINT (18.286422222222225 0.0420583333333333)
MBE,N36-09-21.54,E137-55-11.32,NAV,RJBG,POINT (137.9198111111111 36.15598333333333)
MBE,N36-09-21.54,E137-55-11.32,NAV,RJBG-E,POINT (137.9198111111111 36.15598333333333)
MBE,N36-09-21.54,E137-55-11.32,NAV,RJBG-N,POINT (137.9198111111111 36.15598333333333)
MBE,N36-09-21.54,E137-55-11.32,NAV,RJDG,POINT (137.9198111111111 36.15598333333333)
MBE,N36-09-21.54,E137-55-11.32,NAV,RJDG-C,POINT (137.9198111111111 36.15598333333333)
MBE,N36-09-21.54,E137-55-11.32,NAV,RJDG-E,POINT (137.9198111111111 36.15598333333333)
MBI,S64-14-05.00,W056-37-11.98,NAV,SCCZ,POINT (-56.619994444444444 -64.23472222222222)
MBO,N03-46-05.61,E008-43-12.97,NAV,FCCC,POINT (8.720269444444444 3.768225)
MBS,N43-31-53.95,W084-04-38.27,NAV,KZOB,POINT (-84.07729722222221 43.53165277777778)
MBW,N41-50-43.90,W106-00-15.45,NAV,KZDV,POINT (-106.00429166666666 41.84552777777778)
MBY,S06-07-03.84,E023-33-55.11,NAV,FZZA,POINT (23.565308333333334 -6.117733333333333)
MC,N20-49-41.02,E104-42-01.03,NDB,XVCL,POINT (104.70028611111111 20.82806111111111)
MC,N20-49-41.02,E104-42-01.03,NDB,VVHN,POINT (104.70028611111111 20.82806111111111)
MC,N20-49-41.02,E104-42-01.03,NDB,VVHN-1,POINT (104.70028611111111 20.82806111111111)
MCA,S22-20-40.03,W041-46-08.36,NAV,SBCW,POINT (-41.768988888888885 -22.344452777777775)
MCB,N31-18-16.01,W090-15-29.52,NAV,KZHU,POINT (-90.2582 31.304447222222223)
MCE,S09-30-35.60,W035-47-12.73,NAV,SBRE,POINT (-35.78686944444444 -9.50988888888889)
MCE,S09-30-35.60,W035-47-12.73,NAV,SBRE-N,POINT (-35.78686944444444 -9.50988888888889)
MCE,S09-30-35.60,W035-47-12.73,NAV,SBRE-NS,POINT (-35.78686944444444 -9.50988888888889)
MCE,S09-30-35.60,W035-47-12.73,NAV,SBRE-NW,POINT (-35.78686944444444 -9.50988888888889)
MCG,N62-57-03.74,W155-36-40.97,NAV,PAZA,POINT (-155.61138055555554 62.95103888888889)
MCG,N62-57-03.74,W155-36-40.97,NAV,PAZA-D,POINT (-155.61138055555554 62.95103888888889)
MCI,N39-17-07.03,W094-44-13.42,NAV,KZKC,POINT (-94.73706111111112 39.28528611111111)
MCK,N40-12-13.69,W100-35-39.24,NAV,KZDV,POINT (-100.59423333333334 40.20380277777778)
MCP,N00-03-08.10,W051-04-23.16,NAV,SBAZ,POINT (-51.073100000000004 0.05225)
MCP,N00-03-08.10,W051-04-23.16,NAV,SBAZ-CE,POINT (-51.073100000000004 0.05225)
MCP,N00-03-08.10,W051-04-23.16,NAV,SBAZ-E,POINT (-51.073100000000004 0.05225)
MCT,N23-35-28.04,E058-15-36.48,NAV,OOMM,POINT (58.260133333333336 23.59112222222222)
MCT,N10-18-48.84,E123-59-17.91,NAV,RPHI,POINT (123.98830833333334 10.313566666666667)
MCT,N10-18-48.84,E123-59-17.91,NAV,RPHI-SE,POINT (123.98830833333334 10.313566666666667)
MCT,N10-18-48.84,E123-59-17.91,NAV,RPHI-S,POINT (123.98830833333334 10.313566666666667)
MCT,N53-21-25.32,W002-15-44.22,NAV,EGTM,POINT (-2.2622833333333334 53.357033333333334)
MCT,N53-21-25.32,W002-15-44.22,NAV,EGTM-W,POINT (-2.2622833333333334 53.357033333333334)
MCT,N53-21-25.32,W002-15-44.22,NAV,EGTT,POINT (-2.2622833333333334 53.357033333333334)
